"","Site","Sub_Site","Site_SubSite","Overall_Treatment","Site_Treatment","Year","Year_0","Time_Since_Restoration","Tidal_Regime","Marsh_Condition","Transect","Distance_m","Impacted","Elevation","Local_Tideshed_ID","Study_Tideshed_ID","MUD","DEAD","WATER","WRACK","DITCH_FILL","ALGAL_MAT","GREEN_ALG","VAUCH","ASCO","SPALT","SPPAT","DISPI","JUGER","SADEP","AGMAR","AMCAN","ARANS","ATPAT","BAHAL","BOMAR","BOROB","CHRUB","ELROS","FERUB","IVFRU","JUBAL","LYNAS","LYMAR","MYPEN","PAVIR","PHAUS","PLMAR","PLODO","PORAM","PUMAR","RUMAR","SABIG","SOSEM","SPCAE","SPPEC","SPMAR","SULIN","SUMAR","SYSUB","SYTEN","TECAN","TRMAR","AGSTO","AMCANA","ASTER","CASEP","CAHOR","CUSCUTA","DICLA","ELPAL","ELREP","ELVIR","EUGRA","HIODO","JUVIR","LACTUCA","LYSAL","MEAQU","PACLA","PAQUI","SACAN","SCAME","SCPUN","SOLIDAGO","SYNOV","TORAD","TYANG","TYLAT","UNK","Canopy_Height_cm","Thatch_cm","abiotic_cover","live_cover","high_marsh_grams","salicornia","other","algae_cover","richness"
"765","Pine Island","North","Pine Island - North","No Action","Pine Island - North - No Action",2024,2015,9,"Mesotidal","Pool","T2",10,"Yes",NA,"Pine Island_13",31,0,6,0,0,0,0,0,0,0,0,12,22,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,"4",6,94,74,0,20,0,4
"766","Pine Island","North","Pine Island - North","No Action","Pine Island - North - No Action",2024,2015,9,"Mesotidal","Pool","T2",15,"Yes",NA,"Pine Island_13",31,0,5,0,0,0,0,0,0,0,0,85,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,"8",5,95,94,1,0,0,3
"767","Pine Island","North","Pine Island - North","No Action","Pine Island - North - No Action",2024,2015,9,"Mesotidal","Pool","T2",20,"Yes",NA,"Pine Island_13",31,3,10,0,0,0,0,0,0,0,0,76,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,"5",13,87,86,1,0,0,3
"768","Pine Island","North","Pine Island - North","No Action","Pine Island - North - No Action",2024,2015,9,"Mesotidal","Pool","T2",25,"Yes",NA,"Pine Island_13",31,0,12,0,0,0,0,0,0,0,0,8,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,"9",12,88,88,0,0,0,2
"769","Pine Island","North","Pine Island - North","No Action","Pine Island - North - No Action",2024,2015,9,"Mesotidal","Pool","T2",30.3,"Yes",NA,"Pine Island_13",31,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",100,0,0,0,0,0,0
"770","Plum Island - DPR","North","Plum Island - DPR - North","Reference","Plum Island - DPR - North - Reference",2021,2016,5,"Mesotidal","Panne","T1",0,"Yes",1.481,"Plum Island - DPR_1",53,0,10,0,0,0,0,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,"",10,90,90,0,0,0,2
"771","Plum Island - DPR","North","Plum Island - DPR - North","Reference","Plum Island - DPR - North - Reference",2021,2016,5,"Mesotidal","Panne","T1",5,"Yes",1.546,"Plum Island - DPR_1",53,0,10,0,0,0,0,0,0,0,0,0,25,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,"",10,90,85,0,5,0,3
"772","Plum Island - DPR","North","Plum Island - DPR - North","Reference","Plum Island - DPR - North - Reference",2021,2016,5,"Mesotidal","Panne","T1",10,"Yes",1.501,"Plum Island - DPR_1",53,0,5.5,0,0,0,0,0,0,0,0,0,20,65,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,"",5.5,94.5,85,0.5,9,0,5
"773","Plum Island - DPR","North","Plum Island - DPR - North","Reference","Plum Island - DPR - North - Reference",2021,2016,5,"Mesotidal","Panne","T1",15,"Yes",1.476,"Plum Island - DPR_1",53,1,5,0,0,0,0,0,0,0,0,0,20,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,"",6,94,70,0,24,0,4
"774","Plum Island - DPR","North","Plum Island - DPR - North","Reference","Plum Island - DPR - North - Reference",2021,2016,5,"Mesotidal","Panne","T1",20,"Yes",1.446,"Plum Island - DPR_1",53,0,4,0,0,0,0,0,0,0,0,15,30,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,"",4,96,95,0,1,0,4
"775","Plum Island - DPR","North","Plum Island - DPR - North","Reference","Plum Island - DPR - North - Reference",2021,2016,5,"Mesotidal","Panne","T1",30,"Yes",1.476,"Plum Island - DPR_1",53,1,3,0,0,0,0,0,0,0,0,0,20,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"",4,96,75,0,21,0,4
"776","Plum Island - DPR","North","Plum Island - DPR - North","Reference","Plum Island - DPR - North - Reference",2021,2016,5,"Mesotidal","Panne","T1",35,"Yes",1.516,"Plum Island - DPR_1",53,2,8,0,0,0,0,0,0,0,0,0,12,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,"",10,90,82,0,8,0,4
"777","Plum Island - DPR","North","Plum Island - DPR - North","Reference","Plum Island - DPR - North - Reference",2021,2016,5,"Mesotidal","Panne","T1",40,"Yes",1.546,"Plum Island - DPR_1",53,0,4,0,0,0,0,0,0,0,0,0,10,75,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,"",4,96,85,0.5,10.5,0,5
"778","Plum Island - DPR","North","Plum Island - DPR - North","Reference","Plum Island - DPR - North - Reference",2021,2016,5,"Mesotidal","Panne","T2",0,"Yes",1.376,"Plum Island - DPR_1",53,0,3,0,0,0,0,0,0,0,5,75,15,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,"5",3,97,90,0,2,0,4
"779","Plum Island - DPR","North","Plum Island - DPR - North","Reference","Plum Island - DPR - North - Reference",2021,2016,5,"Mesotidal","Panne","T2",5,"Yes",1.456,"Plum Island - DPR_1",53,0,5,0,0,0,0,0,0,0,0,0,40,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,"0",5,95,60,0,35,0,3
"780","Plum Island - DPR","North","Plum Island - DPR - North","Reference","Plum Island - DPR - North - Reference",2021,2016,5,"Mesotidal","Panne","T2",10,"Yes",1.496,"Plum Island - DPR_1",53,0,5,0,0,0,0,0,0,0,0,3,20,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,"4",5,95,53,0,42,0,5
"781","Plum Island - DPR","North","Plum Island - DPR - North","Reference","Plum Island - DPR - North - Reference",2021,2016,5,"Mesotidal","Panne","T2",15,"Yes",1.526,"Plum Island - DPR_1",53,0,7,15,0,0,0,0,0,0,0,0,15,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,"6",7,93,75,0,33,0,5
"782","Plum Island - DPR","North","Plum Island - DPR - North","Reference","Plum Island - DPR - North - Reference",2021,2016,5,"Mesotidal","Panne","T2",20,"Yes",1.536,"Plum Island - DPR_1",53,0,10,0,0,0,0,0,0,0,3,0,4,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,"0",10,90,54,0,33,0,6
"783","Plum Island - DPR","North","Plum Island - DPR - North","Reference","Plum Island - DPR - North - Reference",2021,2016,5,"Mesotidal","Panne","T2",25,"Yes",1.531,"Plum Island - DPR_1",53,8,2,0,0,0,0,0,0,0,20,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,"7",10,90,55,0,15,0,3
"784","Plum Island - DPR","North","Plum Island - DPR - North","Reference","Plum Island - DPR - North - Reference",2021,2016,5,"Mesotidal","Panne","T2",30,"Yes",1.546,"Plum Island - DPR_1",53,1,4,0,0,0,0,0,0,0,10,5,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,"7",5,95,60,0,25,0,4
"785","Plum Island - DPR","North","Plum Island - DPR - North","Reference","Plum Island - DPR - North - Reference",2021,2016,5,"Mesotidal","Panne","T3",0,"Yes",1.554,"Plum Island - DPR_4",51,0,5,0,0,0,0,0,0,0,3,2,25,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,"3",5,95,72,0,20,0,5
"786","Plum Island - DPR","North","Plum Island - DPR - North","Reference","Plum Island - DPR - North - Reference",2021,2016,5,"Mesotidal","Panne","T3",5,"Yes",1.544,"Plum Island - DPR_4",51,1,4,0,0,0,0,0,0,0,0,25,15,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,"3",5,95,70,0,25,0,4
"787","Plum Island - DPR","North","Plum Island - DPR - North","Reference","Plum Island - DPR - North - Reference",2021,2016,5,"Mesotidal","Panne","T3",10,"Yes",1.529,"Plum Island - DPR_4",51,0,5,0,0,0,0,0,0,0,0,25,20,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,"7",5,95,80,0,15,0,4
"788","Plum Island - DPR","North","Plum Island - DPR - North","Reference","Plum Island - DPR - North - Reference",2021,2016,5,"Mesotidal","Panne","T3",15,"Yes",1.504,"Plum Island - DPR_4",51,0,5,0,0,0,0,0,0,0,0,0,15,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,"0",5,95,75,0,20,0,3
"789","Plum Island - DPR","North","Plum Island - DPR - North","Reference","Plum Island - DPR - North - Reference",2021,2016,5,"Mesotidal","Panne","T3",20,"Yes",1.464,"Plum Island - DPR_4",51,0,5,0,0,0,0,0,0,0,20,10,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,"7",5,95,60,0,15,0,5
"790","Plum Island - DPR","North","Plum Island - DPR - North","Reference","Plum Island - DPR - North - Reference",2021,2016,5,"Mesotidal","Panne","T3",30,"Yes",1.449,"Plum Island - DPR_4",51,0,4,0,0,0,0,0,0,0,2,40,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,"4",4,96,85,0,9,0,5
"791","Plum Island - DPR","North","Plum Island - DPR - North","Reference","Plum Island - DPR - North - Reference",2021,2016,5,"Mesotidal","Panne","T3",35,"Yes",1.464,"Plum Island - DPR_4",51,0,10,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,"3",10,90,70,0,20,0,3
"792","Plum Island - DPR","North","Plum Island - DPR - North","Reference","Plum Island - DPR - North - Reference",2021,2016,5,"Mesotidal","Panne","T3",40,"Yes",1.474,"Plum Island - DPR_4",51,2,5,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,1,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,"4",7,93,55,0,38,0,4
"793","Plum Island - DPR","North","Plum Island - DPR - North","Reference","Plum Island - DPR - North - Reference",2021,2016,5,"Mesotidal","Panne","T3",45,"Yes",1.479,"Plum Island - DPR_4",51,0,5,0,0,0,0,0,0,0,0,0,10,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,"4",5,95,65,0,30,0,4
"794","Plum Island - DPR","North","Plum Island - DPR - North","Reference","Plum Island - DPR - North - Reference",2021,2016,5,"Mesotidal","Panne","T3",50,"Yes",1.459,"Plum Island - DPR_4",51,5,5,0,0,0,0,0,0,0,0,5,10,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,"0",10,90,75,0,15,0,5
"795","Plum Island - DPR","North","Plum Island - DPR - North","Runnel","Plum Island - DPR - North - Runnel",2021,2016,5,"Mesotidal","Panne","T1",0,"Yes",1.474,"Plum Island - DPR_4",51,25,5,0,0,0,0,0,0,0,65,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,"2",30,70,5,0,0,0,2
"796","Plum Island - DPR","North","Plum Island - DPR - North","Runnel","Plum Island - DPR - North - Runnel",2021,2016,5,"Mesotidal","Panne","T1",5,"Yes",1.539,"Plum Island - DPR_4",51,5,20,0,0,0,0,0,0,0,25,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,"0",25,75,50,0,0,0,2
"797","Plum Island - DPR","North","Plum Island - DPR - North","Runnel","Plum Island - DPR - North - Runnel",2021,2016,5,"Mesotidal","Panne","T1",10,"Yes",1.534,"Plum Island - DPR_4",51,20,2,10,0,0,0,0,0,0,70,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,"4",22,78,8,0,10,0,2
"798","Plum Island - DPR","North","Plum Island - DPR - North","Runnel","Plum Island - DPR - North - Runnel",2021,2016,5,"Mesotidal","Panne","T1",15,"Yes",1.474,"Plum Island - DPR_4",51,24,5,0,5,0,0,0,0,0,50,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,"5",34,66,15,0,1,0,3
"799","Plum Island - DPR","North","Plum Island - DPR - North","Runnel","Plum Island - DPR - North - Runnel",2021,2016,5,"Mesotidal","Panne","T1",20,"Yes",1.439,"Plum Island - DPR_4",51,15,5,0,30,0,0,0,0,0,35,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,"5",50,50,15,0,0,0,2
"800","Plum Island - DPR","North","Plum Island - DPR - North","Runnel","Plum Island - DPR - North - Runnel",2021,2016,5,"Mesotidal","Panne","T1",30,"Yes",1.509,"Plum Island - DPR_4",51,20,5,0,0,0,0,0,0,0,35,25,10,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,"0",25,75,35,0,5,0,4
"801","Plum Island - DPR","North","Plum Island - DPR - North","Runnel","Plum Island - DPR - North - Runnel",2021,2016,5,"Mesotidal","Panne","T1",35,"Yes",1.514,"Plum Island - DPR_4",51,15,5,0,0,0,0,0,0,0,20,20,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,"0",20,80,60,0,0,0,3
"802","Plum Island - DPR","North","Plum Island - DPR - North","Runnel","Plum Island - DPR - North - Runnel",2021,2016,5,"Mesotidal","Panne","T1",40,"Yes",1.524,"Plum Island - DPR_4",51,24.5,5,0,0,0,0,0,0,0,25,25,20,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,"9",29.5,70.5,45,0.5,0,0,4
"803","Plum Island - DPR","North","Plum Island - DPR - North","Runnel","Plum Island - DPR - North - Runnel",2021,2016,5,"Mesotidal","Panne","T1",45,"Yes",1.504,"Plum Island - DPR_4",51,28,2,90,0,0,0,0,0,0,50,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,"11",30,70,20,0,90,0,2
"804","Plum Island - DPR","North","Plum Island - DPR - North","Runnel","Plum Island - DPR - North - Runnel",2021,2016,5,"Mesotidal","Panne","T2",5,"Yes",1.574,"Plum Island - DPR_4",51,4,5.5,0,20,0,0,0,0,0,15,50,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,"5",29.5,70.5,55,0,0.5,0,4
"805","Plum Island - DPR","North","Plum Island - DPR - North","Runnel","Plum Island - DPR - North - Runnel",2021,2016,5,"Mesotidal","Panne","T2",10,"Yes",1.564,"Plum Island - DPR_4",51,2,10,0,0,0,0,0,0,0,18,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,"4",12,88,70,0,0,0,2
"806","Plum Island - DPR","North","Plum Island - DPR - North","Runnel","Plum Island - DPR - North - Runnel",2021,2016,5,"Mesotidal","Panne","T2",15,"Yes",1.514,"Plum Island - DPR_4",51,5,10,0,0,0,0,0,0,0,45,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,"0",15,85,40,0,0,0,2
"807","Plum Island - DPR","North","Plum Island - DPR - North","Runnel","Plum Island - DPR - North - Runnel",2021,2016,5,"Mesotidal","Panne","T2",20,"Yes",1.494,"Plum Island - DPR_4",51,6,4,0,25,0,0,0,0,0,35,20,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,"6",35,65,20,0,10,0,3
"808","Plum Island - DPR","North","Plum Island - DPR - North","Runnel","Plum Island - DPR - North - Runnel",2021,2016,5,"Mesotidal","Panne","T2",30,"Yes",1.504,"Plum Island - DPR_4",51,10,5,0,0,0,0,0,0,0,40,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,"",15,85,45,0,0,0,2
"809","Plum Island - DPR","North","Plum Island - DPR - North","Runnel","Plum Island - DPR - North - Runnel",2021,2016,5,"Mesotidal","Panne","T2",40,"Yes",1.479,"Plum Island - DPR_4",51,15,15,10,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,"",30,70,0,0,10,0,1
"810","Plum Island - DPR","North","Plum Island - DPR - North","Runnel","Plum Island - DPR - North - Runnel",2021,2016,5,"Mesotidal","Panne","T2",45,"Yes",1.544,"Plum Island - DPR_4",51,20,8.5,0,0,0,0,0,0,0,50,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,"",28.5,71.5,20,0,1.5,0,4
"811","Plum Island - DPR","North","Plum Island - DPR - North","Runnel","Plum Island - DPR - North - Runnel",2021,2016,5,"Mesotidal","Panne","T2",50,"Yes",1.434,"Plum Island - DPR_4",51,80,0,100,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,"",80,20,0,0,100,0,1
"812","Plum Island - DPR","South","Plum Island - DPR - South","Runnel","Plum Island - DPR - South - Runnel",2021,2017,4,"Mesotidal","Panne","T1",0,"Yes",1.626,"Plum Island - DPR_6",47,0,15,0,0,0,0,0,0,0,35,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,"",15,85,50,0,0,0,2
"813","Plum Island - DPR","South","Plum Island - DPR - South","Runnel","Plum Island - DPR - South - Runnel",2021,2017,4,"Mesotidal","Panne","T1",5,"Yes",1.586,"Plum Island - DPR_6",47,0,5,0,0,0,0,0,0,0,15,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,"",5,95,80,0,0,0,2
"814","Plum Island - DPR","South","Plum Island - DPR - South","Runnel","Plum Island - DPR - South - Runnel",2021,2017,4,"Mesotidal","Panne","T1",10,"Yes",1.591,"Plum Island - DPR_6",47,12,3,15,0,0,0,10,0,0,35,20,0,0,8,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,"",25,75,20,8,27,10,5
