Date,Year,Year_0,Time_Since_Restoration,State,Salt_Marsh,Site,Sub_Site,Overall_Treatment,Tidal_Regime,Marsh_Condition,Marsh_Condition_plot,Transect,Distance_m,Habitat,Impacted,Elevation,Transect_ID,Plot_ID,Local_Tideshed_ID,Study_Tideshed_ID,Plot_Notes,TOTAL,MUD,DEAD,WATER,WRACK,DITCH_FILL,ALGAL_MAT,GREEN_ALG,VAUCH,ASCO,SPALT,SPPAT,DISPI,JUGER,SADEP,AGMAR,AMCAN,ARANS,ATPAT,BAHAL,BOMAR,BOROB,CHRUB,ELROS,FERUB,IVFRU,JUBAL,LYNAS,LYMAR,MYPEN,PAVIR,PHAUS,PLMAR,PLODO,PORAM,PUMAR,RUMAR,SABIG,SOSEM,SPCAE,SPPEC,SPMAR,SULIN,SUMAR,SYSUB,SYTEN,TECAN,TRMAR,AGSTO,AMCANA,ASTER,CASEP,CAHOR,CUSCUTA,DICLA,ELPAL,ELREP,ELVIR,EUGRA,HIODO,JUVIR,LACTUCA,LYSAL,MEAQU,PACLA,PAQUI,SACAN,SCAME,SCPUN,SOLIDAGO,SYNOV,TORAD,TYANG,TYLAT,UNK,Canopy_Height_cm,Thatch_cm
9-Aug-22,2022,2016,6,Rhode Island,Narrow River Estuary,Middlebridge,,Runnel,Microtidal,Pool,Panne,T1,20,TM,Yes,0.346,Middlebridge Runnel 1,Middlebridge__2022_Runnel_20,Middlebridge_5,100,,100,3,5,,,,,,,,41,48,,,3,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,32,5
9-Aug-22,2022,2016,6,Rhode Island,Narrow River Estuary,Middlebridge,,Runnel,Microtidal,Pool,Panne,T1,30,Panne,Yes,0.326,Middlebridge Runnel 1,Middlebridge__2022_Runnel_30,Middlebridge_5,100,,100,30,10,,,,,,,,50,,10,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,16,0
9-Aug-22,2022,2016,6,Rhode Island,Narrow River Estuary,Middlebridge,,Runnel,Microtidal,Pool,Panne,T1,40,Panne,Yes,0.286,Middlebridge Runnel 1,Middlebridge__2022_Runnel_40,Middlebridge_5,100,,100,55,10,,,,,,,,35,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,19,0
9-Aug-22,2022,2016,6,Rhode Island,Narrow River Estuary,Middlebridge,,Runnel,Microtidal,Pool,,T1,50,UE,No,0.531,Middlebridge Runnel 1,Middlebridge__2022_Runnel_50,Middlebridge_5,100,North post,100,,5,,,,,,,,,,,10,,,,,,,,0,,,,85,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,91,0
9-Aug-22,2022,2016,6,Rhode Island,Narrow River Estuary,Middlebridge,,Runnel,Microtidal,Pool,Panne,T2,0,HM,TREF,0.296,Middlebridge Runnel 2,Middlebridge__2022_Runnel_0,Middlebridge_5,100,East post,100,,6,,,,,,,,,94,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,22,10
9-Aug-22,2022,2016,6,Rhode Island,Narrow River Estuary,Middlebridge,,Runnel,Microtidal,Pool,Panne,T2,8,Panne,Yes,0.351,Middlebridge Runnel 2,Middlebridge__2022_Runnel_8,Middlebridge_5,100,sparse thatch,100,15,10,,,,,,,,55,17,,,3,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,21,4
9-Aug-22,2022,2016,6,Rhode Island,Narrow River Estuary,Middlebridge,,Runnel,Microtidal,Pool,Panne,T2,16,Panne,Yes,0.246,Middlebridge Runnel 2,Middlebridge__2022_Runnel_16,Middlebridge_5,100,,100,15,5,,,,,,,,80,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,24,0
9-Aug-22,2022,2016,6,Rhode Island,Narrow River Estuary,Middlebridge,,Runnel,Microtidal,Pool,Panne,T2,24,Panne,Yes,0.266,Middlebridge Runnel 2,Middlebridge__2022_Runnel_24,Middlebridge_5,100,,100,9,3,,,,,,,,88,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,22,0
9-Aug-22,2022,2016,6,Rhode Island,Narrow River Estuary,Middlebridge,,Runnel,Microtidal,Pool,Panne,T2,32,Panne,Yes,0.301,Middlebridge Runnel 2,Middlebridge__2022_Runnel_32,Middlebridge_5,100,,100,22,3,,,,,,,,74,,,,1,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,19,0
9-Aug-22,2022,2016,6,Rhode Island,Narrow River Estuary,Middlebridge,,Runnel,Microtidal,Pool,,T2,40,UE,No,0.456,Middlebridge Runnel 2,Middlebridge__2022_Runnel_40,Middlebridge_5,100,West port,100,,,,,,,,,,10,,,15,,,,,,,,0,,,,75,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,101,0
7/16/2024,2024,2016,8,Rhode Island,Narrow River Estuary,Middlebridge,,Runnel,Microtidal,Pool,Panne,T1,0,HM,Yes,,Middlebridge Runnel 1,Middlebridge__2024_Runnel_0,Middlebridge_5,100,,100,,40,,,,,,,,,25,35,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,28,5
7/16/2024,2024,2016,8,Rhode Island,Narrow River Estuary,Middlebridge,,Runnel,Microtidal,Pool,Panne,T1,10,HM,Yes,,Middlebridge Runnel 1,Middlebridge__2024_Runnel_10,Middlebridge_5,100,OVER RUNNEL,100,,5,,,,,,,,,95,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,20,7
7/16/2024,2024,2016,8,Rhode Island,Narrow River Estuary,Middlebridge,,Runnel,Microtidal,Pool,Panne,T1,20,HM,Yes,,Middlebridge Runnel 1,Middlebridge__2024_Runnel_20,Middlebridge_5,100,,100,,14,,,,,,,,20,66,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,39,7
7/16/2024,2024,2016,8,Rhode Island,Narrow River Estuary,Middlebridge,,Runnel,Microtidal,Pool,Panne,T1,30,Panne,Yes,,Middlebridge Runnel 1,Middlebridge__2024_Runnel_30,Middlebridge_5,100,,100,15,30,,,,,,,,55,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,20,4
7/16/2024,2024,2016,8,Rhode Island,Narrow River Estuary,Middlebridge,,Runnel,Microtidal,Pool,Panne,T1,40,Panne,Yes,,Middlebridge Runnel 1,Middlebridge__2024_Runnel_40,Middlebridge_5,100,,100,95,,,,,,,,,5,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,8,0
7/16/2024,2024,2016,8,Rhode Island,Narrow River Estuary,Middlebridge,,Runnel,Microtidal,Pool,,T1,50,UE,No,,Middlebridge Runnel 1,Middlebridge__2024_Runnel_50,Middlebridge_5,100,,100,,10,,,,,,,,,,,15,,,,,,,,0,,,,75,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,117,0
7/16/2024,2024,2016,8,Rhode Island,Narrow River Estuary,Middlebridge,,Runnel,Microtidal,Pool,Panne,T2,0,HM,TREF,,Middlebridge Runnel 2,Middlebridge__2024_Runnel_0,Middlebridge_5,100,,100,,5,,,,,,,,1,94,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,18,7
7/16/2024,2024,2016,8,Rhode Island,Narrow River Estuary,Middlebridge,,Runnel,Microtidal,Pool,Panne,T2,8,HM,Yes,,Middlebridge Runnel 2,Middlebridge__2024_Runnel_8,Middlebridge_5,100,,100,8,10,,,,,,,,40,42,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,24,3
7/16/2024,2024,2016,8,Rhode Island,Narrow River Estuary,Middlebridge,,Runnel,Microtidal,Pool,Panne,T2,16,Panne,Yes,,Middlebridge Runnel 2,Middlebridge__2024_Runnel_16,Middlebridge_5,100,FIDDLER CRAB BURROWS,100,30,5,,,,,,,,65,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,18,0
7/16/2024,2024,2016,8,Rhode Island,Narrow River Estuary,Middlebridge,,Runnel,Microtidal,Pool,Panne,T2,24,Panne,Yes,,Middlebridge Runnel 2,Middlebridge__2024_Runnel_24,Middlebridge_5,100,,100,40,8,,,,,,,,52,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,17,0
7/16/2024,2024,2016,8,Rhode Island,Narrow River Estuary,Middlebridge,,Runnel,Microtidal,Pool,Panne,T2,32,Panne,Yes,,Middlebridge Runnel 2,Middlebridge__2024_Runnel_32,Middlebridge_5,100,FIDDLER CRAB BURROWS,100,75,10,,,,,,,,15,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,16,0
7/16/2024,2024,2016,8,Rhode Island,Narrow River Estuary,Middlebridge,,Runnel,Microtidal,Pool,,T2,40,UE,No,,Middlebridge Runnel 2,Middlebridge__2024_Runnel_40,Middlebridge_5,100,,100,,,,,,,,,,15,,,15,,,,,,,,0,,,,70,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,83,0
7/16/2024,2024,2016,8,Rhode Island,Narrow River Estuary,Middlebridge,,Reference,Microtidal,Pool,,T1,0,Panne,No,,Middlebridge Reference 1,Middlebridge__2024_Reference_0,Middlebridge_3,102,,100,5,5,,5,,,,,,85,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,41,0
7/16/2024,2024,2016,8,Rhode Island,Narrow River Estuary,Middlebridge,,Reference,Microtidal,Pool,,T1,10,Panne,No,,Middlebridge Reference 1,Middlebridge__2024_Reference_10,Middlebridge_3,102,,100,2,23,,,,,,,,25,49,,,1,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,17,6
7/16/2024,2024,2016,8,Rhode Island,Narrow River Estuary,Middlebridge,,Reference,Microtidal,Pool,,T1,20,Panne,Yes,,Middlebridge Reference 1,Middlebridge__2024_Reference_20,Middlebridge_3,102,,100,,16,,,,,,,,12,70,,,2,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,35,6
7/16/2024,2024,2016,8,Rhode Island,Narrow River Estuary,Middlebridge,,Reference,Microtidal,Pool,,T1,30,HM,Yes,,Middlebridge Reference 1,Middlebridge__2024_Reference_30,Middlebridge_3,102,,100,,11,,,,,,,,15,60,6,,8,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,35,6
7/16/2024,2024,2016,8,Rhode Island,Narrow River Estuary,Middlebridge,,Reference,Microtidal,Pool,,T1,40,HM,Yes,,Middlebridge Reference 1,Middlebridge__2024_Reference_40,Middlebridge_3,102,,100,,10,,,,,,,,,84,5,,1,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,21,6
7/16/2024,2024,2016,8,Rhode Island,Narrow River Estuary,Middlebridge,,Reference,Microtidal,Pool,,T1,50,UE,No,,Middlebridge Reference 1,Middlebridge__2024_Reference_50,Middlebridge_3,102,,100,5,5,,,,,,,,10,10,25,,,,,,,,,0,,,,45,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,91,4
7/16/2024,2024,2016,8,Rhode Island,Narrow River Estuary,Middlebridge,,Reference,Microtidal,Pool,,T2,0,Panne,No,,Middlebridge Reference 2,Middlebridge__2024_Reference_0,Middlebridge_1,99,MARSH EDGE,100,,4,,10,,,,,,80,6,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,31,7
7/16/2024,2024,2016,8,Rhode Island,Narrow River Estuary,Middlebridge,,Reference,Microtidal,Pool,,T2,8,Panne,Yes,,Middlebridge Reference 2,Middlebridge__2024_Reference_8,Middlebridge_1,99,,100,,25,,,,,,,,40,35,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,30,0
7/16/2024,2024,2016,8,Rhode Island,Narrow River Estuary,Middlebridge,,Reference,Microtidal,Pool,,T2,16,Panne,Yes,,Middlebridge Reference 2,Middlebridge__2024_Reference_16,Middlebridge_1,99,,100,3,25,,,,,,,,30,41,,,1,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,24,4
7/16/2024,2024,2016,8,Rhode Island,Narrow River Estuary,Middlebridge,,Reference,Microtidal,Pool,,T2,24,HM,Yes,,Middlebridge Reference 2,Middlebridge__2024_Reference_24,Middlebridge_1,99,NEAR DITCH,100,,5,,,,,,,,5,85,5,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,25,5
7/16/2024,2024,2016,8,Rhode Island,Narrow River Estuary,Middlebridge,,Reference,Microtidal,Pool,,T2,32,HM,Yes,,Middlebridge Reference 2,Middlebridge__2024_Reference_32,Middlebridge_1,99,,100,2,8,,,,,,,,,85,5,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,25,2
7/16/2024,2024,2016,8,Rhode Island,Narrow River Estuary,Middlebridge,,Reference,Microtidal,Pool,,T2,40,UE,No,,Middlebridge Reference 2,Middlebridge__2024_Reference_40,Middlebridge_1,99,,100,10,,,,,,,,,5,,,10,,,,,,,,0,,,,75,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,113,0
7/16/2024,2024,2016,8,Rhode Island,Narrow River Estuary,Middlebridge,,No Action,Microtidal,Pool,,T1,0,HM,Yes,,Middlebridge No Action 1,Middlebridge__2024_No Action_0,Middlebridge_3,102,,100,2,25,,,,,,,,17,55,,,1,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,34,4
7/16/2024,2024,2016,8,Rhode Island,Narrow River Estuary,Middlebridge,,No Action,Microtidal,Pool,,T1,10,Pool,Yes,,Middlebridge No Action 1,Middlebridge__2024_No Action_10,Middlebridge_3,102,,100,100,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,0,0
7/16/2024,2024,2016,8,Rhode Island,Narrow River Estuary,Middlebridge,,No Action,Microtidal,Pool,,T1,20,Pool,Yes,,Middlebridge No Action 1,Middlebridge__2024_No Action_20,Middlebridge_3,102,,100,100,,100,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,0,0
7/16/2024,2024,2016,8,Rhode Island,Narrow River Estuary,Middlebridge,,No Action,Microtidal,Pool,,T1,30,Pool,Yes,,Middlebridge No Action 1,Middlebridge__2024_No Action_30,Middlebridge_3,102,,100,100,,100,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,0,0
7/16/2024,2024,2016,8,Rhode Island,Narrow River Estuary,Middlebridge,,No Action,Microtidal,Pool,,T1,40,Pool,Yes,,Middlebridge No Action 1,Middlebridge__2024_No Action_40,Middlebridge_3,102,,100,100,,100,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,0,0
7/16/2024,2024,2016,8,Rhode Island,Narrow River Estuary,Middlebridge,,No Action,Microtidal,Pool,,T1,50,UE,No,,Middlebridge No Action 1,Middlebridge__2024_No Action_50,Middlebridge_3,102,,100,,15,,,,,,,,1,,,80,,,,,,,,0,,,,4,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,50,2
7/16/2024,2024,2016,8,Rhode Island,Narrow River Estuary,Middlebridge,,No Action,Microtidal,Pool,,T2,0,HM,Yes,,Middlebridge No Action 2,Middlebridge__2024_No Action_0,Middlebridge_3,102,POOL EDGE,100,25,10,,,,,,,,33,5,12,,15,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,29,0
7/16/2024,2024,2016,8,Rhode Island,Narrow River Estuary,Middlebridge,,No Action,Microtidal,Pool,,T2,10,Pool,Yes,,Middlebridge No Action 2,Middlebridge__2024_No Action_10,Middlebridge_3,102,,100,100,,100,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,0,0
7/16/2024,2024,2016,8,Rhode Island,Narrow River Estuary,Middlebridge,,No Action,Microtidal,Pool,,T2,20,Panne,Yes,,Middlebridge No Action 2,Middlebridge__2024_No Action_20,Middlebridge_3,102,,100,25,15,,,,,,,,58,,,,2,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,25,5
7/16/2024,2024,2016,8,Rhode Island,Narrow River Estuary,Middlebridge,,No Action,Microtidal,Pool,,T2,30,Panne,Yes,,Middlebridge No Action 2,Middlebridge__2024_No Action_30,Middlebridge_3,102,,100,1,17,,,,,,,,80,,,,2,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,28,4
7/16/2024,2024,2016,8,Rhode Island,Narrow River Estuary,Middlebridge,,No Action,Microtidal,Pool,,T2,40,HM,Yes,,Middlebridge No Action 2,Middlebridge__2024_No Action_40,Middlebridge_3,102,GW WELL @ 40,100,25,12,,,,,,,,60,,,,3,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,28,3
7/16/2024,2024,2016,8,Rhode Island,Narrow River Estuary,Middlebridge,,No Action,Microtidal,Pool,,T2,50,UE,No,,Middlebridge No Action 2,Middlebridge__2024_No Action_50,Middlebridge_3,102,,100,5,30,,,,,,,,40,3,2,,,,,,,,,0,,,,20,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,74,11
7-Oct-21,2021,2011,10,Maine,Ogunquit Marsh,Moody Marsh,,Runnel,Mesotidal,Pool,,T1,0,HM,TREF,1.454,Moody Marsh Runnel 1,Moody Marsh__2021_Runnel_0,Moody Marsh_3,78,SE post,100,3,14,,,,,,,,2,80,,,0.5,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,0.5,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,16,
7-Oct-21,2021,2011,10,Maine,Ogunquit Marsh,Moody Marsh,,Runnel,Mesotidal,Pool,,T1,5,HM,Yes,1.454,Moody Marsh Runnel 1,Moody Marsh__2021_Runnel_5,Moody Marsh_3,78,,100,2,12,,,,,,,,10,40,,,0.5,,,,,,,0,,,,,,,0,,,,35,,,,,,,,,,0.5,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,20,
7-Oct-21,2021,2011,10,Maine,Ogunquit Marsh,Moody Marsh,,Runnel,Mesotidal,Pool,,T1,10,HM,Yes,1.424,Moody Marsh Runnel 1,Moody Marsh__2021_Runnel_10,Moody Marsh_3,78,,100,2,8,,,,,,,,12,65,,,,,,,,,,0,,,,,,,0,,,,8,,,,,,,,,,5,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,25,
7-Oct-21,2021,2011,10,Maine,Ogunquit Marsh,Moody Marsh,,Runnel,Mesotidal,Pool,,T1,15,LM,Yes,1.114,Moody Marsh Runnel 1,Moody Marsh__2021_Runnel_15,Moody Marsh_3,78,,100,10,10,,,,,,,,60,,,,12,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,8,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,35,
7-Oct-21,2021,2011,10,Maine,Ogunquit Marsh,Moody Marsh,,Runnel,Mesotidal,Pool,,T1,20,LM,Yes,1.024,Moody Marsh Runnel 1,Moody Marsh__2021_Runnel_20,Moody Marsh_3,78,,100,25,,,,,,,10,,65,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,74,
7-Oct-21,2021,2011,10,Maine,Ogunquit Marsh,Moody Marsh,,Runnel,Mesotidal,Pool,,T1,25,LM,Yes,1.124,Moody Marsh Runnel 1,Moody Marsh__2021_Runnel_25,Moody Marsh_3,78,,100,13,,,,,,,2,,35,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,50,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,47,
7-Oct-21,2021,2011,10,Maine,Ogunquit Marsh,Moody Marsh,,Runnel,Mesotidal,Pool,,T1,30,Pool,Yes,0.984,Moody Marsh Runnel 1,Moody Marsh__2021_Runnel_30,Moody Marsh_3,78,,100,80,,,,,,,20,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,0,
7-Oct-21,2021,2011,10,Maine,Ogunquit Marsh,Moody Marsh,,Runnel,Mesotidal,Pool,,T1,35,Runnel,No,0.554,Moody Marsh Runnel 1,Moody Marsh__2021_Runnel_35,Moody Marsh_3,78,maybe creek,100,100,,30,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,0,
7-Oct-21,2021,2011,10,Maine,Ogunquit Marsh,Moody Marsh,,Runnel,Mesotidal,Pool,,T1,40,HM,Yes,1.374,Moody Marsh Runnel 1,Moody Marsh__2021_Runnel_40,Moody Marsh_3,78,peat block,100,12,3,,,,,,,,35,25,,,,,,,,,,0,,,,,,,2,,,,8,,,10,,,,,,,5,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,22,
7-Oct-21,2021,2011,10,Maine,Ogunquit Marsh,Moody Marsh,,Runnel,Mesotidal,Pool,,T1,45,HM,Yes,1.454,Moody Marsh Runnel 1,Moody Marsh__2021_Runnel_45,Moody Marsh_3,78,NW post,100,,5,,,,,,,,25,45,,,,,,,10,,,0,,,,,,,0,,,,,,,,,,,,,,15,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,31,
7-Oct-21,2021,2011,10,Maine,Ogunquit Marsh,Moody Marsh,,Runnel,Mesotidal,Pool,,T2,0,HM,Yes,1.439,Moody Marsh Runnel 2,Moody Marsh__2021_Runnel_0,Moody Marsh_3,78,S post,100,,5,,,,,,,,25,70,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,22,
7-Oct-21,2021,2011,10,Maine,Ogunquit Marsh,Moody Marsh,,Runnel,Mesotidal,Pool,,T2,5,TM,No,1.324,Moody Marsh Runnel 2,Moody Marsh__2021_Runnel_5,Moody Marsh_3,78,Runnel,100,10,5,,,,,,,,25,35,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,25,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,40,
7-Oct-21,2021,2011,10,Maine,Ogunquit Marsh,Moody Marsh,,Runnel,Mesotidal,Pool,,T2,10,TM,Yes,1.254,Moody Marsh Runnel 2,Moody Marsh__2021_Runnel_10,Moody Marsh_3,78,,100,20,5,,,,,,,,30,25,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,20,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,43,
7-Oct-21,2021,2011,10,Maine,Ogunquit Marsh,Moody Marsh,,Runnel,Mesotidal,Pool,,T2,15,LM,Yes,1.164,Moody Marsh Runnel 2,Moody Marsh__2021_Runnel_15,Moody Marsh_3,78,,100,30,5,,,,,,,,65,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,62,
7-Oct-21,2021,2011,10,Maine,Ogunquit Marsh,Moody Marsh,,Runnel,Mesotidal,Pool,,T2,20,LM,Yes,1.159,Moody Marsh Runnel 2,Moody Marsh__2021_Runnel_20,Moody Marsh_3,78,,100,20,2,,,,,,2,,75,,,,1,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,69,
7-Oct-21,2021,2011,10,Maine,Ogunquit Marsh,Moody Marsh,,Runnel,Mesotidal,Pool,,T2,25,Pool,Yes,1.089,Moody Marsh Runnel 2,Moody Marsh__2021_Runnel_25,Moody Marsh_3,78,,100,90,,,,,,,10,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,0,
7-Oct-21,2021,2011,10,Maine,Ogunquit Marsh,Moody Marsh,,Runnel,Mesotidal,Pool,,T2,30,LM,Yes,1.134,Moody Marsh Runnel 2,Moody Marsh__2021_Runnel_30,Moody Marsh_3,78,veg edge,100,55,5,,,,,,,,40,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,47,
7-Oct-21,2021,2011,10,Maine,Ogunquit Marsh,Moody Marsh,,Runnel,Mesotidal,Pool,,T2,35,Pool,Yes,1.134,Moody Marsh Runnel 2,Moody Marsh__2021_Runnel_35,Moody Marsh_3,78,,100,90,,,,,,,10,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,0,
7-Oct-21,2021,2011,10,Maine,Ogunquit Marsh,Moody Marsh,,Runnel,Mesotidal,Pool,,T2,40,HM,Yes,1.374,Moody Marsh Runnel 2,Moody Marsh__2021_Runnel_40,Moody Marsh_3,78,,100,7,10,,,,,,,,20,35,,,1,,,,,,,0,,,,,,1,0,,,,25,,,,,,,,,,1,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,24,
